store_id,timestamp,active_riders,orders_in_queue,avg_rider_wait_time
6,2024-01-17 15:30:00,10,2,1.01
7,2024-01-17 15:30:00,4,1,0.9
8,2024-01-17 15:30:00,7,3,1.21
9,2024-01-17 15:30:00,11,3,0.74
10,2024-01-17 15:30:00,8,1,1.02
11,2024-01-17 15:30:00,9,1,0.71
12,2024-01-17 15:30:00,4,2,1.31
1,2024-01-17 15:45:00,12,0,1.39
2,2024-01-17 15:45:00,7,3,1.01
3,2024-01-17 15:45:00,7,1,0.9
4,2024-01-17 15:45:00,12,0,0.54
5,2024-01-17 15:45:00,8,0,0.81
6,2024-01-17 15:45:00,9,3,0.82
7,2024-01-17 15:45:00,4,2,0.83
8,2024-01-17 15:45:00,10,2,0.92
9,2024-01-17 15:45:00,10,0,0.84
10,2024-01-17 15:45:00,8,1,0.68
11,2024-01-17 15:45:00,9,1,1.4
12,2024-01-17 15:45:00,7,0,1.13
1,2024-01-17 16:00:00,10,2,0.8
2,2024-01-17 16:00:00,10,0,1.35
3,2024-01-17 16:00:00,4,2,0.74
4,2024-01-17 16:00:00,14,3,0.63
5,2024-01-17 16:00:00,6,0,0.6
6,2024-01-17 16:00:00,6,1,1.07
7,2024-01-17 16:00:00,3,3,0.55
8,2024-01-17 16:00:00,8,1,1.16
9,2024-01-17 16:00:00,11,2,0.95
10,2024-01-17 16:00:00,10,1,1.03
11,2024-01-17 16:00:00,6,0,0.88
12,2024-01-17 16:00:00,7,0,1.02
1,2024-01-17 16:15:00,11,0,0.55
2,2024-01-17 16:15:00,8,2,0.84
3,2024-01-17 16:15:00,7,1,1.26
4,2024-01-17 16:15:00,12,3,0.64
5,2024-01-17 16:15:00,9,3,0.51
6,2024-01-17 16:15:00,9,1,0.72
7,2024-01-17 16:15:00,3,0,0.51
8,2024-01-17 16:15:00,9,1,1.05
9,2024-01-17 16:15:00,12,1,0.56
10,2024-01-17 16:15:00,8,1,0.84
11,2024-01-17 16:15:00,10,1,0.68
12,2024-01-17 16:15:00,6,0,1.06
1,2024-01-17 16:30:00,12,3,0.73
2,2024-01-17 16:30:00,6,2,1.45
3,2024-01-17 16:30:00,3,2,1.17
4,2024-01-17 16:30:00,12,2,1.06
5,2024-01-17 16:30:00,8,0,1.24
6,2024-01-17 16:30:00,6,3,0.59
7,2024-01-17 16:30:00,5,1,0.95
8,2024-01-17 16:30:00,7,2,0.61
9,2024-01-17 16:30:00,13,0,1.44
10,2024-01-17 16:30:00,9,1,0.61
11,2024-01-17 16:30:00,8,3,1.25
12,2024-01-17 16:30:00,7,0,0.51
1,2024-01-17 16:45:00,10,2,0.89
2,2024-01-17 16:45:00,8,2,1.36
3,2024-01-17 16:45:00,3,3,1.0
4,2024-01-17 16:45:00,12,0,1.43
5,2024-01-17 16:45:00,6,1,0.71
6,2024-01-17 16:45:00,6,2,1.23
7,2024-01-17 16:45:00,6,3,0.8
8,2024-01-17 16:45:00,9,2,0.72
9,2024-01-17 16:45:00,10,3,0.6
10,2024-01-17 16:45:00,8,0,1.3
11,2024-01-17 16:45:00,9,1,1.22
12,2024-01-17 16:45:00,3,1,0.72
1,2024-01-17 17:00:00,16,1,0.88
2,2024-01-17 17:00:00,9,2,1.36
3,2024-01-17 17:00:00,6,0,1.08
4,2024-01-17 17:00:00,16,0,1.2
5,2024-01-17 17:00:00,9,0,0.98
6,2024-01-17 17:00:00,12,3,1.33
7,2024-01-17 17:00:00,5,3,1.12
8,2024-01-17 17:00:00,11,0,0.79
9,2024-01-17 17:00:00,16,1,0.57
10,2024-01-17 17:00:00,9,3,1.29
11,2024-01-17 17:00:00,9,2,0.73
12,2024-01-17 17:00:00,7,1,1.09
1,2024-01-17 17:15:00,13,3,1.41
2,2024-01-17 17:15:00,12,3,1.07
3,2024-01-17 17:15:00,6,3,1.05
4,2024-01-17 17:15:00,15,3,1.26
5,2024-01-17 17:15:00,12,3,1.04
6,2024-01-17 17:15:00,8,3,0.57
7,2024-01-17 17:15:00,5,2,0.82
8,2024-01-17 17:15:00,10,3,0.72
9,2024-01-17 17:15:00,15,1,1.33
10,2024-01-17 17:15:00,8,0,1.06
11,2024-01-17 17:15:00,12,1,1.12
12,2024-01-17 17:15:00,7,3,1.29
1,2024-01-17 17:30:00,17,0,0.82
2,2024-01-17 17:30:00,10,1,1.37
3,2024-01-17 17:30:00,6,3,0.6
4,2024-01-17 17:30:00,15,3,0.9
5,2024-01-17 17:30:00,11,2,1.21
6,2024-01-17 17:30:00,10,2,1.05
7,2024-01-17 17:30:00,8,0,0.97
8,2024-01-17 17:30:00,10,1,0.72
9,2024-01-17 17:30:00,13,3,1.38
10,2024-01-17 17:30:00,8,3,1.37
11,2024-01-17 17:30:00,9,1,1.39
12,2024-01-17 17:30:00,6,1,0.63
1,2024-01-17 17:45:00,16,3,0.54
2,2024-01-17 17:45:00,9,3,0.9
3,2024-01-17 17:45:00,8,3,1.45
4,2024-01-17 17:45:00,14,1,0.96
5,2024-01-17 17:45:00,10,1,1.35
6,2024-01-17 17:45:00,9,3,0.83
7,2024-01-17 17:45:00,8,2,1.44
8,2024-01-17 17:45:00,11,2,1.4
9,2024-01-17 17:45:00,13,1,0.96
10,2024-01-17 17:45:00,8,3,0.94
11,2024-01-17 17:45:00,8,3,1.0
12,2024-01-17 17:45:00,7,2,1.13
1,2024-01-17 18:00:00,17,2,1.16
2,2024-01-17 18:00:00,12,0,1.41
3,2024-01-17 18:00:00,6,3,0.86
4,2024-01-17 18:00:00,17,0,0.57
5,2024-01-17 18:00:00,10,1,0.94
6,2024-01-17 18:00:00,9,3,1.34
7,2024-01-17 18:00:00,7,2,1.2
8,2024-01-17 18:00:00,10,2,1.24
9,2024-01-17 18:00:00,16,1,1.16
10,2024-01-17 18:00:00,9,0,1.3
11,2024-01-17 18:00:00,8,1,0.74
12,2024-01-17 18:00:00,7,3,1.11
1,2024-01-17 18:15:00,13,2,0.77
2,2024-01-17 18:15:00,11,1,1.17
3,2024-01-17 18:15:00,7,0,1.12
4,2024-01-17 18:15:00,15,0,1.14
5,2024-01-17 18:15:00,12,3,1.29
6,2024-01-17 18:15:00,12,3,1.16
7,2024-01-17 18:15:00,4,1,0.93
8,2024-01-17 18:15:00,11,0,0.77
9,2024-01-17 18:15:00,13,3,1.35
10,2024-01-17 18:15:00,8,0,0.94
11,2024-01-17 18:15:00,9,2,0.88
12,2024-01-17 18:15:00,8,2,0.73
1,2024-01-17 18:30:00,15,2,0.94
2,2024-01-17 18:30:00,11,2,0.95
3,2024-01-17 18:30:00,8,1,0.73
4,2024-01-17 18:30:00,17,3,0.59
5,2024-01-17 18:30:00,10,1,1.1
6,2024-01-17 18:30:00,8,3,1.32
7,2024-01-17 18:30:00,8,2,0.55
8,2024-01-17 18:30:00,10,2,0.86
9,2024-01-17 18:30:00,14,2,1.15
10,2024-01-17 18:30:00,8,2,0.57
11,2024-01-17 18:30:00,9,3,0.61
12,2024-01-17 18:30:00,4,0,0.73
1,2024-01-17 18:45:00,15,0,1.36
2,2024-01-17 18:45:00,11,0,1.1
3,2024-01-17 18:45:00,5,1,0.78
4,2024-01-17 18:45:00,16,0,1.38
5,2024-01-17 18:45:00,8,0,0.91
6,2024-01-17 18:45:00,11,2,1.22
7,2024-01-17 18:45:00,7,0,1.33
8,2024-01-17 18:45:00,11,2,0.82
9,2024-01-17 18:45:00,15,2,0.8
10,2024-01-17 18:45:00,9,3,1.18
11,2024-01-17 18:45:00,10,2,0.61
12,2024-01-17 18:45:00,4,3,0.7
1,2024-01-17 19:00:00,15,3,0.92
2,2024-01-17 19:00:00,12,0,0.53
3,2024-01-17 19:00:00,4,0,0.85
4,2024-01-17 19:00:00,17,0,1.03
5,2024-01-17 19:00:00,9,1,0.55
6,2024-01-17 19:00:00,9,0,1.18
7,2024-01-17 19:00:00,5,0,0.86
8,2024-01-17 19:00:00,12,0,0.81
9,2024-01-17 19:00:00,17,0,1.02
10,2024-01-17 19:00:00,10,2,0.57
11,2024-01-17 19:00:00,9,3,0.58
12,2024-01-17 19:00:00,5,3,0.85
1,2024-01-17 19:15:00,17,3,0.79
2,2024-01-17 19:15:00,10,0,0.74
3,2024-01-17 19:15:00,6,1,0.7
4,2024-01-17 19:15:00,13,0,1.25
5,2024-01-17 19:15:00,9,3,1.15
6,2024-01-17 19:15:00,12,3,0.59
7,2024-01-17 19:15:00,4,2,1.03
8,2024-01-17 19:15:00,12,0,0.64
9,2024-01-17 19:15:00,16,2,0.52
10,2024-01-17 19:15:00,9,2,1.14
11,2024-01-17 19:15:00,11,2,0.84
12,2024-01-17 19:15:00,7,0,0.87
1,2024-01-17 19:30:00,16,1,0.56
2,2024-01-17 19:30:00,11,2,0.98
3,2024-01-17 19:30:00,4,0,1.05
4,2024-01-17 19:30:00,16,0,0.9
5,2024-01-17 19:30:00,11,3,0.7
6,2024-01-17 19:30:00,8,1,0.51
7,2024-01-17 19:30:00,8,3,0.83
8,2024-01-17 19:30:00,9,3,1.31
9,2024-01-17 19:30:00,14,0,0.66
10,2024-01-17 19:30:00,11,3,1.39
11,2024-01-17 19:30:00,12,1,1.49
12,2024-01-17 19:30:00,4,0,0.62
1,2024-01-17 19:45:00,16,0,1.42
2,2024-01-17 19:45:00,9,0,0.57
3,2024-01-17 19:45:00,4,3,0.64
4,2024-01-17 19:45:00,13,1,1.2
5,2024-01-17 19:45:00,12,2,1.15
6,2024-01-17 19:45:00,11,3,0.84
7,2024-01-17 19:45:00,4,0,1.37
8,2024-01-17 19:45:00,11,2,1.15
9,2024-01-17 19:45:00,15,2,0.75
10,2024-01-17 19:45:00,12,3,1.24
11,2024-01-17 19:45:00,9,3,1.01
12,2024-01-17 19:45:00,6,0,0.97
1,2024-01-17 20:00:00,17,3,0.97
2,2024-01-17 20:00:00,11,3,0.85
3,2024-01-17 20:00:00,8,2,1.49
4,2024-01-17 20:00:00,15,0,1.39
5,2024-01-17 20:00:00,10,1,0.87
6,2024-01-17 20:00:00,11,3,0.78
7,2024-01-17 20:00:00,4,1,1.14
8,2024-01-17 20:00:00,11,2,1.2
9,2024-01-17 20:00:00,14,2,1.17
10,2024-01-17 20:00:00,10,1,0.92
11,2024-01-17 20:00:00,9,2,1.47
12,2024-01-17 20:00:00,6,1,1.09
1,2024-01-17 20:15:00,15,2,0.71
2,2024-01-17 20:15:00,8,1,1.14
3,2024-01-17 20:15:00,5,0,1.13
4,2024-01-17 20:15:00,16,3,1.02
5,2024-01-17 20:15:00,11,2,1.14
6,2024-01-17 20:15:00,9,2,0.59
7,2024-01-17 20:15:00,4,1,1.09
8,2024-01-17 20:15:00,9,3,1.16
9,2024-01-17 20:15:00,17,0,0.63
10,2024-01-17 20:15:00,8,3,0.94
11,2024-01-17 20:15:00,9,3,0.52
12,2024-01-17 20:15:00,5,0,1.04
1,2024-01-17 20:30:00,17,3,0.7
2,2024-01-17 20:30:00,10,3,0.83
3,2024-01-17 20:30:00,7,3,1.33
4,2024-01-17 20:30:00,17,1,0.67
5,2024-01-17 20:30:00,12,1,1.32
6,2024-01-17 20:30:00,9,3,0.57
7,2024-01-17 20:30:00,4,3,0.94
8,2024-01-17 20:30:00,10,3,0.83
9,2024-01-17 20:30:00,15,1,0.53
10,2024-01-17 20:30:00,10,2,0.71
11,2024-01-17 20:30:00,10,3,1.41
12,2024-01-17 20:30:00,8,2,0.78
1,2024-01-17 20:45:00,16,0,1.2
2,2024-01-17 20:45:00,12,2,1.35
3,2024-01-17 20:45:00,7,0,1.39
4,2024-01-17 20:45:00,14,1,1.31
5,2024-01-17 20:45:00,9,1,0.89
6,2024-01-17 20:45:00,11,3,0.6
7,2024-01-17 20:45:00,7,3,0.66
8,2024-01-17 20:45:00,10,2,0.63
9,2024-01-17 20:45:00,13,1,0.83
10,2024-01-17 20:45:00,12,3,1.33
11,2024-01-17 20:45:00,12,3,0.84
12,2024-01-17 20:45:00,7,1,1.04
1,2024-01-17 21:00:00,14,2,1.01
2,2024-01-17 21:00:00,9,0,1.06
3,2024-01-17 21:00:00,8,1,0.6
4,2024-01-17 21:00:00,13,0,1.1
5,2024-01-17 21:00:00,9,0,1.46
6,2024-01-17 21:00:00,11,1,1.15
7,2024-01-17 21:00:00,6,2,1.02
8,2024-01-17 21:00:00,8,2,0.86
9,2024-01-17 21:00:00,17,0,0.54
10,2024-01-17 21:00:00,9,3,0.6
11,2024-01-17 21:00:00,11,3,0.89
12,2024-01-17 21:00:00,8,0,0.97
1,2024-01-17 21:15:00,16,0,0.91
2,2024-01-17 21:15:00,11,0,0.85
3,2024-01-17 21:15:00,4,2,1.17
4,2024-01-17 21:15:00,16,3,1.48
5,2024-01-17 21:15:00,9,2,1.16
6,2024-01-17 21:15:00,8,1,1.02
7,2024-01-17 21:15:00,5,0,1.5
8,2024-01-17 21:15:00,12,3,0.59
9,2024-01-17 21:15:00,17,0,1.15
10,2024-01-17 21:15:00,11,3,1.02
11,2024-01-17 21:15:00,8,0,1.08
12,2024-01-17 21:15:00,4,1,1.41
1,2024-01-17 21:30:00,17,2,0.83
2,2024-01-17 21:30:00,12,2,1.06
3,2024-01-17 21:30:00,4,1,0.73
4,2024-01-17 21:30:00,15,2,0.91
5,2024-01-17 21:30:00,8,1,1.3
6,2024-01-17 21:30:00,9,2,1.07
7,2024-01-17 21:30:00,8,2,1.42
8,2024-01-17 21:30:00,8,3,1.45
9,2024-01-17 21:30:00,17,0,1.44
10,2024-01-17 21:30:00,10,3,0.94
11,2024-01-17 21:30:00,12,3,1.11
12,2024-01-17 21:30:00,5,2,0.97
1,2024-01-17 21:45:00,14,3,1.21
2,2024-01-17 21:45:00,12,2,1.38
3,2024-01-17 21:45:00,4,2,1.04
4,2024-01-17 21:45:00,13,3,1.42
5,2024-01-17 21:45:00,12,3,1.05
6,2024-01-17 21:45:00,12,2,0.86
7,2024-01-17 21:45:00,8,0,0.61
8,2024-01-17 21:45:00,11,3,1.17
9,2024-01-17 21:45:00,16,1,1.17
10,2024-01-17 21:45:00,11,2,0.78
11,2024-01-17 21:45:00,10,2,0.98
12,2024-01-17 21:45:00,6,3,1.49
1,2024-01-17 22:00:00,10,0,0.94
2,2024-01-17 22:00:00,9,2,1.17
3,2024-01-17 22:00:00,4,3,1.22
4,2024-01-17 22:00:00,12,2,0.87
5,2024-01-17 22:00:00,7,0,1.31
6,2024-01-17 22:00:00,6,0,1.28
7,2024-01-17 22:00:00,7,3,0.7
8,2024-01-17 22:00:00,6,2,0.69
9,2024-01-17 22:00:00,12,1,1.11
10,2024-01-17 22:00:00,7,3,0.67
11,2024-01-17 22:00:00,8,3,0.87
12,2024-01-17 22:00:00,6,2,1.16
1,2024-01-17 22:15:00,12,2,1.2
2,2024-01-17 22:15:00,7,0,1.37
3,2024-01-17 22:15:00,3,1,1.44
4,2024-01-17 22:15:00,13,0,1.08
5,2024-01-17 22:15:00,7,3,1.16
6,2024-01-17 22:15:00,8,3,0.69
7,2024-01-17 22:15:00,4,1,1.44
8,2024-01-17 22:15:00,9,3,1.2
9,2024-01-17 22:15:00,14,3,1.22
10,2024-01-17 22:15:00,7,0,0.98
11,2024-01-17 22:15:00,6,3,0.59
12,2024-01-17 22:15:00,6,3,0.91
1,2024-01-17 22:30:00,11,1,0.64
2,2024-01-17 22:30:00,7,3,0.67
3,2024-01-17 22:30:00,5,3,0.95
4,2024-01-17 22:30:00,12,2,1.5
5,2024-01-17 22:30:00,8,1,0.73
6,2024-01-17 22:30:00,8,3,1.47
7,2024-01-17 22:30:00,5,1,1.28
8,2024-01-17 22:30:00,9,3,0.79
9,2024-01-17 22:30:00,10,3,1.45
10,2024-01-17 22:30:00,9,2,1.43
11,2024-01-17 22:30:00,8,3,0.68
12,2024-01-17 22:30:00,3,1,1.28
1,2024-01-17 22:45:00,10,1,0.63
2,2024-01-17 22:45:00,7,2,1.27
3,2024-01-17 22:45:00,6,2,1.28
4,2024-01-17 22:45:00,13,0,1.49
5,2024-01-17 22:45:00,6,2,0.69
6,2024-01-17 22:45:00,10,2,0.94
7,2024-01-17 22:45:00,5,1,0.68
8,2024-01-17 22:45:00,8,1,1.5
9,2024-01-17 22:45:00,11,2,1.42
10,2024-01-17 22:45:00,10,1,0.59
11,2024-01-17 22:45:00,9,1,0.5
12,2024-01-17 22:45:00,3,2,1.27
1,2024-01-17 23:00:00,12,0,0.52
2,2024-01-17 23:00:00,8,2,0.65
3,2024-01-17 23:00:00,7,2,1.35
4,2024-01-17 23:00:00,13,0,0.58
5,2024-01-17 23:00:00,6,1,1.15
6,2024-01-17 23:00:00,10,1,1.46
7,2024-01-17 23:00:00,3,3,0.57
8,2024-01-17 23:00:00,6,2,1.35
9,2024-01-17 23:00:00,11,1,0.95
10,2024-01-17 23:00:00,9,0,0.77
11,2024-01-17 23:00:00,6,3,1.31
12,2024-01-17 23:00:00,3,3,1.26
1,2024-01-17 23:15:00,12,3,0.73
2,2024-01-17 23:15:00,10,0,1.38
3,2024-01-17 23:15:00,4,3,0.83
4,2024-01-17 23:15:00,14,2,0.73
5,2024-01-17 23:15:00,10,1,1.06
6,2024-01-17 23:15:00,7,1,0.58
7,2024-01-17 23:15:00,6,1,1.33
8,2024-01-17 23:15:00,8,3,1.01
9,2024-01-17 23:15:00,13,3,1.28
10,2024-01-17 23:15:00,8,1,0.82
11,2024-01-17 23:15:00,9,3,1.39
12,2024-01-17 23:15:00,5,1,1.3
1,2024-01-17 23:30:00,11,0,0.95
2,2024-01-17 23:30:00,8,2,1.13
3,2024-01-17 23:30:00,7,3,0.95
4,2024-01-17 23:30:00,10,0,1.11
5,2024-01-17 23:30:00,10,2,1.1
6,2024-01-17 23:30:00,9,2,1.31
7,2024-01-17 23:30:00,7,2,1.13
8,2024-01-17 23:30:00,8,3,0.82
9,2024-01-17 23:30:00,12,3,1.26
10,2024-01-17 23:30:00,9,2,1.28
11,2024-01-17 23:30:00,6,3,1.06
12,2024-01-17 23:30:00,3,0,0.51
1,2024-01-17 23:45:00,12,2,0.77
2,2024-01-17 23:45:00,6,1,0.53
3,2024-01-17 23:45:00,7,1,0.68
4,2024-01-17 23:45:00,10,3,0.77
5,2024-01-17 23:45:00,8,3,0.67
6,2024-01-17 23:45:00,7,2,0.78
7,2024-01-17 23:45:00,4,2,1.38
8,2024-01-17 23:45:00,10,1,1.15
9,2024-01-17 23:45:00,14,1,1.35
10,2024-01-17 23:45:00,8,1,1.13
11,2024-01-17 23:45:00,10,1,1.36
12,2024-01-17 23:45:00,4,0,1.0
1,2024-01-18 00:00:00,11,2,0.89
2,2024-01-18 00:00:00,10,0,1.03
3,2024-01-18 00:00:00,4,3,0.79
4,2024-01-18 00:00:00,13,2,1.13
5,2024-01-18 00:00:00,7,0,0.97
6,2024-01-18 00:00:00,6,2,1.36
7,2024-01-18 00:00:00,6,3,0.56
8,2024-01-18 00:00:00,10,3,1.2
9,2024-01-18 00:00:00,13,1,0.71
10,2024-01-18 00:00:00,9,0,1.26
11,2024-01-18 00:00:00,6,2,1.4
12,2024-01-18 00:00:00,4,1,0.95
1,2024-01-18 00:15:00,13,1,0.85
2,2024-01-18 00:15:00,6,2,1.04
3,2024-01-18 00:15:00,5,1,1.33
4,2024-01-18 00:15:00,12,0,0.94
5,2024-01-18 00:15:00,8,0,1.17
6,2024-01-18 00:15:00,9,3,1.48
7,2024-01-18 00:15:00,5,0,0.82
8,2024-01-18 00:15:00,10,3,0.55
9,2024-01-18 00:15:00,11,0,1.09
10,2024-01-18 00:15:00,6,1,0.57
11,2024-01-18 00:15:00,10,0,1.35
12,2024-01-18 00:15:00,5,2,0.85
1,2024-01-18 00:30:00,13,0,1.28
2,2024-01-18 00:30:00,7,2,1.13
3,2024-01-18 00:30:00,5,3,1.07
4,2024-01-18 00:30:00,12,0,1.44
5,2024-01-18 00:30:00,9,0,0.65
6,2024-01-18 00:30:00,7,1,1.19
7,2024-01-18 00:30:00,4,1,1.16
8,2024-01-18 00:30:00,9,2,1.26
9,2024-01-18 00:30:00,10,0,0.71
10,2024-01-18 00:30:00,10,2,0.77
11,2024-01-18 00:30:00,6,0,0.52
12,2024-01-18 00:30:00,3,0,1.2
1,2024-01-18 00:45:00,11,0,1.44
2,2024-01-18 00:45:00,7,3,0.95
3,2024-01-18 00:45:00,6,1,0.96
4,2024-01-18 00:45:00,13,1,0.51
5,2024-01-18 00:45:00,6,1,1.18
6,2024-01-18 00:45:00,10,0,0.83
7,2024-01-18 00:45:00,4,2,0.69
8,2024-01-18 00:45:00,8,2,1.05
9,2024-01-18 00:45:00,11,0,1.18
10,2024-01-18 00:45:00,8,2,1.35
11,2024-01-18 00:45:00,6,0,0.83
12,2024-01-18 00:45:00,5,3,0.76
1,2024-01-18 01:00:00,11,1,1.2
2,2024-01-18 01:00:00,7,0,1.34
3,2024-01-18 01:00:00,3,1,0.57
4,2024-01-18 01:00:00,11,0,1.13
5,2024-01-18 01:00:00,8,1,1.47
6,2024-01-18 01:00:00,7,2,1.28
7,2024-01-18 01:00:00,3,0,0.56
8,2024-01-18 01:00:00,7,3,0.53
9,2024-01-18 01:00:00,13,1,0.97
10,2024-01-18 01:00:00,6,2,1.06
11,2024-01-18 01:00:00,7,0,0.53
12,2024-01-18 01:00:00,5,2,1.3
1,2024-01-18 01:15:00,13,3,1.16
2,2024-01-18 01:15:00,8,1,0.87
3,2024-01-18 01:15:00,7,3,1.44
4,2024-01-18 01:15:00,13,3,1.36
5,2024-01-18 01:15:00,8,2,0.78
6,2024-01-18 01:15:00,8,1,1.15
7,2024-01-18 01:15:00,5,0,1.24
8,2024-01-18 01:15:00,6,1,1.45
9,2024-01-18 01:15:00,10,0,1.31
10,2024-01-18 01:15:00,8,1,1.17
11,2024-01-18 01:15:00,7,0,1.42
12,2024-01-18 01:15:00,3,1,1.03
1,2024-01-18 01:30:00,10,2,0.9
2,2024-01-18 01:30:00,9,1,0.73
3,2024-01-18 01:30:00,5,3,0.7
4,2024-01-18 01:30:00,10,3,1.22
5,2024-01-18 01:30:00,6,0,1.08
6,2024-01-18 01:30:00,6,0,1.35
7,2024-01-18 01:30:00,4,1,1.22
8,2024-01-18 01:30:00,7,2,0.88
9,2024-01-18 01:30:00,14,3,1.23
10,2024-01-18 01:30:00,6,1,1.15
11,2024-01-18 01:30:00,6,0,1.34
12,2024-01-18 01:30:00,5,3,1.21
1,2024-01-18 01:45:00,11,3,0.53
2,2024-01-18 01:45:00,10,1,1.09
3,2024-01-18 01:45:00,5,1,1.35
4,2024-01-18 01:45:00,10,3,1.15
5,2024-01-18 01:45:00,8,1,1.14
6,2024-01-18 01:45:00,8,0,1.03
7,2024-01-18 01:45:00,5,3,0.71
8,2024-01-18 01:45:00,9,3,1.1
9,2024-01-18 01:45:00,11,2,1.37
10,2024-01-18 01:45:00,8,3,1.2
11,2024-01-18 01:45:00,9,2,0.86
12,2024-01-18 01:45:00,4,3,1.33
1,2024-01-18 02:00:00,11,1,1.26
2,2024-01-18 02:00:00,7,1,0.71
3,2024-01-18 02:00:00,5,3,1.45
4,2024-01-18 02:00:00,12,3,1.36
5,2024-01-18 02:00:00,9,1,0.6
6,2024-01-18 02:00:00,9,0,0.6
7,2024-01-18 02:00:00,6,1,1.45
8,2024-01-18 02:00:00,10,0,0.67
9,2024-01-18 02:00:00,10,2,1.47
10,2024-01-18 02:00:00,6,3,0.87
11,2024-01-18 02:00:00,6,0,0.54
12,2024-01-18 02:00:00,3,3,0.74
1,2024-01-18 02:15:00,14,3,1.17
2,2024-01-18 02:15:00,7,0,1.39
3,2024-01-18 02:15:00,7,2,1.03
4,2024-01-18 02:15:00,13,3,1.43
5,2024-01-18 02:15:00,6,0,1.44
6,2024-01-18 02:15:00,6,3,0.89
7,2024-01-18 02:15:00,7,3,0.79
8,2024-01-18 02:15:00,10,3,0.53
9,2024-01-18 02:15:00,14,2,1.0
10,2024-01-18 02:15:00,10,0,1.11
11,2024-01-18 02:15:00,9,0,0.56
12,2024-01-18 02:15:00,5,1,1.05
1,2024-01-18 02:30:00,14,3,1.38
2,2024-01-18 02:30:00,8,0,1.44
3,2024-01-18 02:30:00,7,1,1.26
4,2024-01-18 02:30:00,13,1,1.01
5,2024-01-18 02:30:00,7,3,0.7
6,2024-01-18 02:30:00,8,0,0.99
7,2024-01-18 02:30:00,4,3,0.75
8,2024-01-18 02:30:00,9,2,0.96
9,2024-01-18 02:30:00,11,2,0.57
10,2024-01-18 02:30:00,8,3,1.17
11,2024-01-18 02:30:00,8,1,0.6
12,2024-01-18 02:30:00,6,1,1.42
1,2024-01-18 02:45:00,13,2,1.09
2,2024-01-18 02:45:00,6,1,1.34
3,2024-01-18 02:45:00,5,2,1.07
4,2024-01-18 02:45:00,14,1,1.47
5,2024-01-18 02:45:00,8,0,1.25
6,2024-01-18 02:45:00,7,0,0.79
7,2024-01-18 02:45:00,6,2,0.85
8,2024-01-18 02:45:00,8,0,1.04
9,2024-01-18 02:45:00,11,0,1.25
10,2024-01-18 02:45:00,6,3,0.58
11,2024-01-18 02:45:00,8,1,1.0
12,2024-01-18 02:45:00,6,0,0.94
1,2024-01-18 03:00:00,11,1,1.38
2,2024-01-18 03:00:00,8,2,1.14
3,2024-01-18 03:00:00,5,2,1.11
4,2024-01-18 03:00:00,11,0,1.28
5,2024-01-18 03:00:00,10,3,0.6
6,2024-01-18 03:00:00,6,0,0.52
7,2024-01-18 03:00:00,5,2,1.49
8,2024-01-18 03:00:00,9,0,0.68
9,2024-01-18 03:00:00,13,0,0.95
10,2024-01-18 03:00:00,10,2,1.02
11,2024-01-18 03:00:00,7,0,1.33
12,2024-01-18 03:00:00,6,2,0.93
1,2024-01-18 03:15:00,14,2,1.18
2,2024-01-18 03:15:00,6,0,0.56
3,2024-01-18 03:15:00,4,2,0.56
4,2024-01-18 03:15:00,13,3,0.96
5,2024-01-18 03:15:00,7,3,1.45
6,2024-01-18 03:15:00,7,1,1.44
7,2024-01-18 03:15:00,6,3,1.1
8,2024-01-18 03:15:00,9,1,0.72
9,2024-01-18 03:15:00,14,1,1.23
10,2024-01-18 03:15:00,10,2,0.7
11,2024-01-18 03:15:00,9,3,1.12
12,2024-01-18 03:15:00,5,3,0.83
1,2024-01-18 03:30:00,13,3,0.7
2,2024-01-18 03:30:00,7,2,0.66
3,2024-01-18 03:30:00,6,3,0.71
4,2024-01-18 03:30:00,10,1,1.0
5,2024-01-18 03:30:00,6,3,0.54
6,2024-01-18 03:30:00,7,0,0.72
7,2024-01-18 03:30:00,7,2,1.36
8,2024-01-18 03:30:00,8,2,1.13
9,2024-01-18 03:30:00,11,2,1.38
10,2024-01-18 03:30:00,10,3,1.18
11,2024-01-18 03:30:00,6,3,1.26
12,2024-01-18 03:30:00,6,2,1.07
1,2024-01-18 03:45:00,13,1,0.93
2,2024-01-18 03:45:00,7,0,0.91
3,2024-01-18 03:45:00,6,2,1.34
4,2024-01-18 03:45:00,10,1,1.15
5,2024-01-18 03:45:00,9,2,0.92
6,2024-01-18 03:45:00,8,3,1.1
7,2024-01-18 03:45:00,7,1,1.3
8,2024-01-18 03:45:00,7,0,1.18
9,2024-01-18 03:45:00,13,2,0.81
10,2024-01-18 03:45:00,9,1,1.19
11,2024-01-18 03:45:00,9,2,1.04
12,2024-01-18 03:45:00,3,2,1.33
1,2024-01-18 04:00:00,11,1,1.41
2,2024-01-18 04:00:00,9,1,1.42
3,2024-01-18 04:00:00,7,0,1.39
4,2024-01-18 04:00:00,11,1,0.71
5,2024-01-18 04:00:00,7,2,0.66
6,2024-01-18 04:00:00,10,0,0.65
7,2024-01-18 04:00:00,4,3,1.11
8,2024-01-18 04:00:00,9,2,0.54
9,2024-01-18 04:00:00,13,2,0.83
10,2024-01-18 04:00:00,7,1,1.4
11,2024-01-18 04:00:00,9,1,0.83
12,2024-01-18 04:00:00,5,1,0.78
